,recall,precision
380,0.89,0.07007874015748032
381,0.89,0.07013396375098503
382,0.89,0.07018927444794952
383,0.89,0.0702446724546172
384,0.89,0.0703001579778831
385,0.89,0.07035573122529644
386,0.89,0.07041139240506329
387,0.89,0.07046714172604909
388,0.89,0.0705229793977813
389,0.89,0.07057890563045202
390,0.89,0.07063492063492063
391,0.89,0.07069102462271644
392,0.89,0.07074721780604133
393,0.89,0.07080350039777247
394,0.89,0.07085987261146497
395,0.89,0.07091633466135458
396,0.89,0.07097288676236045
397,0.89,0.0710295291300878
398,0.89,0.07108626198083066
399,0.89,0.07114308553157474
400,0.89,0.07131410256410256
401,0.88,0.07056936647955092
402,0.88,0.07062600321027288
403,0.88,0.07068273092369477
404,0.88,0.0707395498392283
405,0.88,0.07079646017699115
406,0.88,0.07085346215780998
407,0.88,0.07091055600322321
408,0.88,0.07096774193548387
409,0.88,0.07102502017756256
410,0.88,0.07108239095315025
411,0.88,0.07113985448666128
412,0.88,0.07119741100323625
413,0.88,0.07125506072874493
414,0.88,0.0713128038897893
415,0.88,0.07137064071370641
416,0.88,0.07142857142857142
417,0.88,0.07148659626320066
418,0.88,0.07154471544715447
419,0.88,0.07160292921074043
420,0.88,0.07166123778501629
421,0.88,0.07171964140179299
422,0.88,0.07177814029363784
423,0.88,0.07183673469387755
424,0.88,0.0718954248366013
425,0.88,0.07195421095666395
426,0.88,0.07201309328968904
427,0.88,0.07207207207207207
428,0.88,0.07213114754098361
429,0.88,0.07219031993437244
430,0.88,0.0722495894909688
431,0.88,0.07230895645028759
432,0.88,0.07236842105263158
433,0.88,0.07242798353909465
434,0.88,0.07248764415156507
435,0.88,0.07254740313272877
436,0.88,0.07260726072607261
437,0.88,0.0726672171758877
438,0.88,0.07272727272727272
439,0.88,0.07278742762613731
440,0.88,0.0728476821192053
441,0.88,0.07290803645401822
442,0.88,0.07296849087893864
443,0.88,0.07302904564315353
444,0.88,0.07308970099667775
445,0.88,0.07315045719035744
446,0.88,0.07321131447587355
447,0.88,0.07327227310574522
448,0.88,0.07333333333333333
449,0.88,0.07339449541284404
450,0.88,0.07345575959933222
451,0.88,0.07351712614870509
452,0.88,0.07357859531772576
453,0.88,0.07364016736401674
454,0.88,0.07370184254606366
455,0.88,0.07376362112321877
456,0.88,0.0738255033557047
457,0.88,0.07388748950461797
458,0.87,0.073109243697479
459,0.87,0.07317073170731707
460,0.87,0.07323232323232323
461,0.87,0.07329401853411963
462,0.87,0.0733558178752108
463,0.87,0.07341772151898734
464,0.87,0.07347972972972973
465,0.87,0.073541842772612
466,0.87,0.07360406091370558
467,0.87,0.07366638441998306
468,0.87,0.07372881355932204
469,0.87,0.0737913486005089
470,0.87,0.07385398981324279
471,0.87,0.07391673746813934
472,0.87,0.07397959183673469
473,0.87,0.07404255319148936
474,0.87,0.07410562180579217
475,0.87,0.0741687979539642
476,0.87,0.07423208191126279
477,0.87,0.07429547395388557
478,0.87,0.07435897435897436
479,0.87,0.07442258340461934
480,0.87,0.07448630136986302
481,0.87,0.07455012853470437
482,0.87,0.07461406518010291
483,0.87,0.07467811158798283
484,0.87,0.07474226804123711
485,0.87,0.07480653482373173
486,0.87,0.07487091222030981
487,0.87,0.07493540051679587
488,0.87,0.075
489,0.87,0.07506471095772217
490,0.87,0.07512953367875648
491,0.87,0.07519446845289542
492,0.87,0.07525951557093426
493,0.87,0.07532467532467532
494,0.87,0.07538994800693241
495,0.87,0.07545533391153512
496,0.87,0.07552083333333333
497,0.87,0.07558644656820157
498,0.87,0.07565217391304348
499,0.87,0.07571801566579635
500,0.87,0.07578397212543554
501,0.87,0.07585004359197908
502,0.87,0.07591623036649214
503,0.87,0.07598253275109171
504,0.87,0.07604895104895106
505,0.87,0.07611548556430446
506,0.87,0.07618213660245184
507,0.87,0.07624890446976336
508,0.87,0.07631578947368421
509,0.87,0.07638279192273925
510,0.86,0.07557117750439367
511,0.86,0.07563764291996482
512,0.86,0.07570422535211267
513,0.86,0.07577092511013216
514,0.86,0.07583774250440917
515,0.86,0.07590467784642542
516,0.86,0.07597173144876325
517,0.86,0.07603890362511052
518,0.86,0.07610619469026549
519,0.86,0.07617360496014172
520,0.86,0.07624113475177305
521,0.86,0.07630878438331855
522,0.86,0.0763765541740675
523,0.85,0.07555555555555556
524,0.85,0.07562277580071175
525,0.85,0.07569011576135352
526,0.85,0.07575757575757576
527,0.85,0.07582515611061552
528,0.85,0.07589285714285714
529,0.85,0.07596067917783736
530,0.85,0.07602862254025045
531,0.85,0.07609668755595345
532,0.85,0.07616487455197132
533,0.85,0.07623318385650224
534,0.85,0.0763016157989228
535,0.85,0.07637017070979335
536,0.85,0.0764388489208633
537,0.85,0.07650765076507651
538,0.85,0.07657657657657657
539,0.85,0.07664562669071236
540,0.85,0.07671480144404332
541,0.85,0.07678410117434507
542,0.85,0.07685352622061482
543,0.85,0.07692307692307693
544,0.85,0.0769927536231884
545,0.85,0.0770625566636446
546,0.85,0.07713248638838476
547,0.85,0.07720254314259764
548,0.85,0.07727272727272727
549,0.85,0.07734303912647862
550,0.85,0.07741347905282331
551,0.85,0.07755474452554745
552,0.85,0.0776255707762557
553,0.85,0.07769652650822668
554,0.85,0.0777676120768527
555,0.85,0.07783882783882784
556,0.85,0.07791017415215398
557,0.85,0.0779816513761468
558,0.85,0.0780532598714417
559,0.85,0.078125
560,0.85,0.078196872125115
561,0.85,0.07826887661141804
562,0.85,0.07834101382488479
563,0.85,0.07841328413284133
564,0.85,0.07848568790397045
565,0.85,0.07855822550831792
566,0.85,0.0786308973172988
567,0.85,0.0787037037037037
568,0.85,0.07877664504170528
569,0.85,0.07884972170686456
570,0.85,0.07892293407613742
571,0.85,0.07899628252788105
572,0.85,0.07906976744186046
573,0.85,0.07951356407857811
574,0.85,0.07958801498127341
575,0.85,0.07966260543580131
576,0.85,0.07981220657276995
577,0.85,0.07988721804511278
578,0.85,0.0799623706491063
579,0.85,0.0800376647834275
580,0.85,0.08011310084825636
581,0.85,0.08018867924528301
582,0.85,0.08026440037771483
583,0.85,0.08034026465028356
584,0.85,0.0804162724692526
585,0.85,0.08049242424242424
586,0.85,0.08056872037914692
587,0.85,0.08064516129032258
588,0.85,0.08072174738841406
589,0.85,0.08079847908745247
590,0.85,0.08087535680304472
591,0.85,0.08102955195424213
592,0.85,0.08110687022900763
593,0.85,0.08118433619866285
594,0.85,0.08126195028680688
595,0.85,0.08133971291866028
596,0.85,0.08141762452107279
597,0.85,0.08149568552253116
598,0.85,0.08173076923076923
599,0.84,0.08084696823869104
600,0.84,0.08092485549132948
601,0.84,0.08100289296046287
602,0.84,0.08108108108108109
603,0.84,0.08115942028985507
604,0.84,0.08123791102514506
605,0.84,0.08131655372700872
606,0.84,0.08139534883720931
607,0.84,0.08147429679922405
608,0.84,0.08155339805825243
609,0.84,0.08163265306122448
610,0.84,0.08171206225680934
611,0.84,0.08179162609542356
612,0.84,0.08187134502923976
613,0.84,0.08195121951219513
614,0.84,0.08203125
615,0.84,0.08211143695014662
616,0.84,0.0821917808219178
617,0.84,0.08227228207639568
618,0.84,0.08235294117647059
619,0.84,0.08243375858684986
620,0.84,0.0825147347740668
621,0.84,0.08259587020648967
622,0.84,0.08267716535433071
623,0.84,0.08275862068965517
624,0.84,0.08284023668639054
625,0.84,0.08292201382033564
626,0.84,0.08300395256916997
627,0.84,0.0830860534124629
628,0.84,0.08316831683168317
629,0.84,0.08325074331020813
630,0.84,0.08333333333333333
631,0.84,0.08341608738828203
632,0.84,0.08349900596421471
633,0.83,0.08258706467661692
634,0.83,0.08266932270916334
635,0.83,0.08275174476570289
636,0.83,0.08283433133732535
637,0.83,0.08291708291708291
638,0.83,0.083
639,0.83,0.08308308308308308
640,0.83,0.08316633266533066
641,0.83,0.08324974924774323
642,0.83,0.08333333333333333
643,0.83,0.08341708542713568
644,0.82,0.08249496981891348
645,0.82,0.08257804632426989
646,0.82,0.08266129032258064
647,0.82,0.08274470232088799
648,0.82,0.08282828282828283
649,0.82,0.08291203235591507
650,0.82,0.08299595141700405
651,0.82,0.08308004052684904
652,0.82,0.08316430020283976
653,0.82,0.083248730964467
654,0.82,0.08333333333333333
655,0.82,0.08341810783316378
656,0.82,0.0835030549898167
657,0.82,0.0835881753312946
658,0.82,0.0836734693877551
659,0.82,0.08375893769152196
660,0.82,0.08384458077709611
661,0.82,0.08393039918116683
662,0.82,0.08401639344262295
663,0.82,0.0841025641025641
664,0.82,0.08418891170431211
665,0.82,0.0842754367934224
666,0.82,0.08436213991769548
667,0.82,0.08444902162718847
668,0.82,0.08453608247422681
669,0.82,0.0846233230134159
670,0.82,0.08471074380165289
671,0.82,0.08479834539813857
672,0.82,0.08488612836438923
673,0.82,0.0849740932642487
674,0.82,0.08506224066390042
675,0.82,0.08515057113187954
676,0.82,0.08523908523908524
677,0.82,0.08532778355879292
678,0.82,0.08541666666666667
679,0.82,0.08550573514077164
680,0.82,0.08559498956158663
681,0.82,0.08568443051201671
682,0.82,0.08577405857740586
683,0.82,0.08586387434554973
684,0.82,0.0859538784067086
685,0.82,0.08604407135362015
686,0.82,0.0861344537815126
687,0.82,0.08622502628811778
688,0.82,0.0863157894736842
689,0.82,0.08640674394099052
690,0.82,0.08649789029535865
691,0.82,0.08658922914466737
692,0.82,0.08668076109936575
693,0.82,0.08677248677248678
694,0.82,0.08686440677966102
695,0.82,0.08695652173913043
696,0.82,0.0870488322717622
697,0.82,0.0871413390010627
698,0.82,0.08723404255319149
699,0.82,0.08732694355697551
700,0.81,0.08635394456289978
701,0.81,0.0864461045891142
702,0.81,0.08653846153846154
703,0.81,0.08663101604278074
704,0.81,0.0867237687366167
705,0.81,0.08681672025723473
706,0.81,0.08690987124463519
707,0.81,0.08700322234156821
708,0.81,0.08709677419354839
709,0.81,0.08719052744886975
710,0.81,0.08728448275862069
711,0.81,0.08737864077669903
712,0.81,0.08747300215982722
713,0.81,0.08756756756756756
714,0.81,0.08766233766233766
715,0.81,0.08775731310942579
716,0.81,0.0878524945770065
717,0.81,0.08794788273615635
718,0.81,0.08804347826086957
719,0.81,0.088139281828074
720,0.81,0.08833151581243184
721,0.81,0.08842794759825327
722,0.81,0.08852459016393442
723,0.81,0.0886214442013129
724,0.81,0.0887185104052574
725,0.81,0.08881578947368421
726,0.81,0.0889132821075741
727,0.81,0.08901098901098901
728,0.81,0.0891089108910891
729,0.81,0.08920704845814978
730,0.81,0.08930540242557883
731,0.81,0.08940397350993377
732,0.81,0.08950276243093923
733,0.81,0.08960176991150443
734,0.81,0.08970099667774087
735,0.81,0.08980044345898004
736,0.81,0.08990011098779134
737,0.81,0.09
738,0.81,0.09010011123470522
739,0.81,0.09020044543429843
740,0.81,0.0903010033444816
741,0.81,0.09040178571428571
742,0.81,0.09050279329608939
743,0.81,0.09060402684563758
744,0.81,0.09070548712206047
745,0.81,0.09080717488789238
746,0.81,0.09090909090909091
747,0.81,0.09101123595505618
748,0.81,0.09111361079865017
749,0.81,0.09121621621621621
750,0.81,0.09131905298759865
751,0.81,0.09142212189616253
752,0.81,0.09152542372881356
753,0.81,0.0916289592760181
754,0.81,0.09173272933182333
755,0.81,0.09183673469387756
756,0.81,0.09194097616345062
757,0.81,0.09204545454545454
758,0.81,0.09215017064846416
759,0.81,0.09225512528473805
760,0.81,0.09236031927023945
761,0.81,0.09246575342465753
762,0.81,0.09257142857142857
763,0.81,0.09278350515463918
764,0.81,0.09288990825688073
765,0.81,0.09299655568312284
766,0.81,0.09310344827586207
767,0.81,0.09321058688147296
768,0.81,0.09331797235023041
769,0.81,0.09342560553633218
770,0.81,0.09353348729792148
771,0.8,0.09248554913294797
772,0.8,0.09259259259259259
773,0.8,0.09269988412514485
774,0.8,0.09280742459396751
775,0.8,0.09291521486643438
776,0.8,0.09302325581395349
777,0.8,0.09313154831199069
778,0.8,0.09324009324009325
779,0.8,0.09334889148191365
780,0.8,0.09345794392523364
781,0.8,0.0935672514619883
782,0.8,0.0936768149882904
783,0.8,0.09389671361502347
784,0.8,0.09400705052878966
785,0.8,0.09411764705882353
786,0.8,0.09422850412249706
787,0.8,0.09433962264150944
788,0.8,0.09445100354191263
789,0.8,0.09456264775413711
790,0.8,0.09467455621301775
791,0.8,0.0947867298578199
792,0.8,0.09489916963226572
793,0.8,0.09501187648456057
794,0.8,0.09512485136741974
795,0.8,0.09523809523809523
796,0.8,0.09535160905840286
797,0.8,0.0954653937947494
798,0.8,0.0955794504181601
799,0.8,0.09569377990430622
800,0.8,0.09580838323353294
801,0.8,0.09592326139088729
802,0.8,0.09603841536614646
803,0.8,0.09615384615384616
804,0.8,0.09626955475330927
805,0.8,0.0963855421686747
806,0.8,0.09650180940892641
807,0.8,0.0966183574879227
808,0.8,0.09673518742442563
809,0.8,0.09685230024213075
810,0.8,0.09696969696969697
811,0.8,0.0970873786407767
812,0.8,0.09720534629404617
813,0.8,0.09732360097323602
814,0.8,0.09744214372716199
815,0.8,0.0975609756097561
816,0.8,0.09791921664626684
817,0.8,0.09803921568627451
818,0.8,0.09815950920245399
819,0.8,0.09828009828009827
820,0.8,0.0984009840098401
821,0.8,0.09852216748768473
822,0.8,0.09864364981504316
823,0.8,0.09876543209876543
824,0.8,0.09888751545117429
825,0.8,0.09900990099009901
826,0.8,0.09913258983890955
827,0.8,0.09925558312655088
828,0.8,0.09937888198757763
829,0.8,0.09950248756218906
830,0.8,0.099626400996264
831,0.8,0.09975062344139651
832,0.8,0.09987515605493133
833,0.8,0.1
834,0.8,0.10012515644555695
835,0.8,0.10025062656641603
836,0.8,0.10037641154328733
837,0.8,0.10050251256281408
838,0.8,0.10062893081761007
839,0.8,0.10075566750629723
840,0.8,0.1008827238335435
841,0.8,0.10101010101010101
842,0.8,0.1011378002528445
843,0.8,0.10126582278481013
844,0.8,0.10139416983523447
845,0.8,0.10152284263959391
846,0.8,0.10165184243964422
847,0.8,0.10178117048346055
848,0.8,0.10191082802547771
849,0.8,0.10204081632653061
850,0.8,0.10217113665389528
851,0.8,0.10230179028132992
852,0.8,0.10243277848911651
853,0.8,0.10256410256410256
854,0.8,0.10269576379974327
855,0.8,0.10362694300518134
856,0.8,0.10376134889753567
857,0.8,0.1038961038961039
858,0.8,0.10403120936280884
859,0.8,0.10416666666666667
860,0.8,0.10430247718383312
861,0.8,0.10443864229765012
862,0.8,0.10457516339869281
863,0.8,0.10471204188481675
864,0.8,0.10484927916120576
865,0.8,0.10498687664041995
866,0.8,0.10512483574244415
867,0.8,0.10526315789473684
868,0.8,0.10540184453227931
869,0.8,0.10554089709762533
870,0.8,0.10652463382157124
871,0.8,0.10666666666666667
872,0.8,0.1068090787716956
873,0.8,0.10695187165775401
874,0.8,0.107095046854083
875,0.8,0.10723860589812333
876,0.8,0.10738255033557047
877,0.79,0.10618279569892473
878,0.79,0.1063257065948856
879,0.79,0.10646900269541779
880,0.79,0.10661268556005399
881,0.79,0.10675675675675676
882,0.79,0.10690121786197564
883,0.79,0.1070460704607046
884,0.79,0.10719131614654002
885,0.79,0.10733695652173914
886,0.79,0.10748299319727891
887,0.78,0.10626702997275204
888,0.78,0.10641200545702592
889,0.78,0.10655737704918032
890,0.78,0.106703146374829
891,0.77,0.10547945205479452
892,0.77,0.1056241426611797
893,0.77,0.10576923076923077
894,0.77,0.10591471801925723
895,0.77,0.10606060606060606
896,0.77,0.10620689655172413
897,0.77,0.106353591160221
898,0.77,0.10650069156293222
899,0.77,0.10664819944598337
900,0.77,0.10679611650485436
901,0.77,0.10694444444444444
902,0.77,0.1070931849791377
903,0.77,0.10724233983286909
904,0.77,0.10739191073919108
905,0.77,0.10754189944134078
906,0.77,0.1076923076923077
907,0.77,0.10784313725490197
908,0.77,0.10799438990182328
909,0.77,0.10814606741573034
910,0.77,0.10829817158931083
911,0.77,0.10845070422535211
912,0.77,0.10860366713681241
913,0.77,0.10875706214689265
914,0.77,0.10891089108910891
915,0.77,0.10906515580736544
916,0.77,0.10921985815602837
917,0.77,0.109375
918,0.77,0.10953058321479374
919,0.77,0.10968660968660969
920,0.77,0.10984308131241084
921,0.77,0.11
922,0.77,0.11015736766809728
923,0.77,0.11031518624641834
924,0.77,0.11047345767575323
925,0.77,0.11063218390804598
926,0.77,0.11079136690647481
927,0.77,0.11095100864553314
928,0.77,0.1111111111111111
929,0.77,0.11127167630057803
930,0.77,0.11143270622286541
931,0.77,0.11159420289855072
932,0.77,0.11175616835994194
933,0.77,0.1119186046511628
934,0.77,0.11208151382823872
